,cipdic0none_S2,cipdic0none_S1,cipdic0none_S3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella violacea,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter sp. Arc7-DN-1,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter psychrophilus,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Paraglaciecola|Paraglaciecola psychrophila,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Litorilituus|Litorilituus sediminis,0,0,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Idiomarina|Idiomarina sp. X4,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi,0,0,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Glaesserella|Glaesserella sp. 15-184,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter segnis,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus watsonii,0,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus oceani,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Acidihalobacter|Acidihalobacter prosperus,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|NA|Thiohalobacter|Thiohalobacter thiocyanaticus,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Woeseiaceae|Woeseia|Woeseia oceani,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Thioalkalibacteraceae|Guyparkeria|Guyparkeria halophila,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas sp. THAF12,0,0,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas sp. THAF5a,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Cobetia|Cobetia sp. L2A1,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax borkumensis,0,0,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|NA|NA|Oceanospirillales bacterium S2-4-1H,0,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Candidatus Nardonella|endosymbiont of Sipalinus gigas,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Halieaceae|NA|Halieaceae bacterium IMCC3088,0,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella uliginis,0,0,22
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella persica,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella marina,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Thiomicrorhabdus|Thiomicrorhabdus aquaedulcis,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Rickettsiella|Candidatus Rickettsiella viridis,0,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Nevskiales|Sinobacteraceae|Sinimarinibacterium|Sinimarinibacterium sp. NLF-5-8,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Candidatus Methylopumilus|Candidatus Methylopumilus rimovensis,0,0,127
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|NA|Methylomonas clara,0,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhodoferax|Rhodoferax sp. CHu59-6-5,0,0,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhodoferax|Rhodoferax antarcticus,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax boronicumulans,0,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia|Delftia tsuruhatensis,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax sp. JS42,0,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Candidatus Symbiobacter|Candidatus Symbiobacter mobilis,0,0,7
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter|Ramlibacter tataouinensis,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Limnohabitans|Limnohabitans sp. 63ED37-2,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. THE68,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia glumae,0,0,5
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia plantarii,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sp. 7MH5,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia terricola,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia phytofirmans,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus basilensis,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus campinensis,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus pinatubonensis,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herminiimonas|Herminiimonas arsenitoxidans,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria sp. 10022,0,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|Casimicrobiaceae|Casimicrobium|Casimicrobium huifangae,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1,0,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Chelativorans|Chelativorans sp. BNC1,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Lentilitoribacter|Lentilitoribacter sp. Alg239-R112,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium gallicum,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium grahamii,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Neorhizobium|Neorhizobium sp. SOG26,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium sp. MC1,0,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium nitrativorans,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia|Devosia sp. A16,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium paxllaeri,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium symbiodeficiens,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Nitrobacter|Nitrobacter hamburgensis,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|NA|Bradyrhizobiaceae bacterium SG-6C,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium phyllosphaerae,0,0,5
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium sp. AMS5,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylorubrum|Methylorubrum populi,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bartonellaceae|Bartonella|Bartonella tribocorum,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Xanthobacter|Xanthobacter autotrophicus,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Labrys|Labrys neptuniae,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhodobiaceae|Candidatus Phaeomarinobacter|Candidatus Phaeomarinobacter ectocarpi,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|NA|Rhodobacteraceae bacterium QY30,0,0,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter|Rhodobacter sp. CZR27,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus aminovorans,0,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus aminophilus,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Litoreibacter|Litoreibacter sp. LN3S51,0,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter manganoxidans,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Gemmobacter|Gemmobacter sp. HYN0069,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Leisingera|Leisingera aquaemixtae,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Sulfitobacter|Sulfitobacter sp. THAF37,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Silicimonas|Silicimonas algicola,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas sp. Mor2,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hirschia|Hirschia baltica,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Rhodospirillum|Rhodospirillum centenum,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Magnetospira|Magnetospira sp. QH-2,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acetobacter|Acetobacter sp. KACC 21233,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Gluconobacter,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Gluconobacter|Gluconobacter oxydans,0,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Gluconacetobacter|Gluconacetobacter diazotrophicus,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Neoasaia|Neoasaia chiangmaiensis,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Orientia|Orientia tsutsugamushi,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Wolbachia|Wolbachia endosymbiont of Brugia malayi,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Ehrlichia|Ehrlichia ruminantium,0,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas sp. ERG5,0,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas indica,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Sphingobium herbicidovorans,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Sphingobium baderi,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Porphyrobacter|Porphyrobacter sp. LM 6,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. HIMB1321,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. RS40,0,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter ubique,0,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria,0,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter showae,0,0,44
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter insulaenigrae,0,0,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter curvus,0,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter ureolyticus,0,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter anaerophilus,0,0,11
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Aliiarcobacter|[Arcobacter] porcinus,0,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter typhlonius,0,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|NA|NA|Nitratiruptor|Nitratiruptor sp. SB155-2,0,0,7
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Caminibacter|Caminibacter mediatlanticus,0,0,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio carbinoliphilus,0,0,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio sp. G11,0,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Pseudodesulfovibrio|Pseudodesulfovibrio indicus,0,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfocurvibacter|Desulfocurvibacter africanus,0,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium|Desulfomicrobium orale,0,0,4
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter dehalogenans,0,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfobacter|Desulfobacter postgatei,0,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Bradymonadales|Bradymonadaceae|Bradymonas|Bradymonas sediminis,0,0,1
Bacteria|NA|Proteobacteria|Oligoflexia|Bacteriovoracales|Halobacteriovoraceae|Halobacteriovorax|Halobacteriovorax marinus,0,0,1
Bacteria|NA|Proteobacteria|Oligoflexia|Bacteriovoracales|Halobacteriovoraceae|Halobacteriovorax|Halobacteriovorax sp. BALOs_7,0,0,1
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferridurans,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. WB9,0,0,12
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. ABRD24,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus coprophilus,0,0,2
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium sp. PYR15,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium dioxanotrophicus,0,0,3
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium xenopi,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium mageritense,0,0,3
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium doricum,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium insubricum,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium chitae,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium hassiacum,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Rathayibacter|Rathayibacter sp. VKM Ac-2762,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium sp. TPU 3598,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium oryzae,0,0,2
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Rhodoluna|Candidatus Rhodoluna limnophila,0,0,20
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Curtobacterium|Curtobacterium sp. SGAir0471,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Frondihabitans|Frondihabitans sp. PAMC 28766,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Brevibacteriaceae|Brevibacterium|Brevibacterium sp. CS2,0,0,4
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. U41,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Micrococcus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia mucilaginosa,0,0,4
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia dentocariosa,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermatophilaceae|Dermatophilus|Dermatophilus congolensis,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Ornithinimicrobium|Ornithinimicrobium sp. HY006,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermabacteraceae|Dermabacter|Dermabacter jinjuensis,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Isoptericola|Isoptericola variabilis,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. MK-45,0,0,2
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. QHH-9511,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. WAC 06738,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. Tu6071,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. Sge12,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. GY16,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces dengpaensis,0,0,2
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces albulus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces hundungensis,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces aureoverticillatus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces koyangensis,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces atratus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces formicae,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces glaucescens,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces sp. oral taxon 171,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces viscosus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Cutibacterium,0,0,2
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Cutibacterium|Cutibacterium granulosum,0,0,4
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. 78,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides daphniae,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides baekrokdamisoli,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium|Aeromicrobium sp. 592,0,0,2
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Friedmanniella|Friedmanniella luteola,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis orientalis,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Pseudonocardia|Pseudonocardia sp. HH130629-09,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinosynnema|Actinosynnema pretiosum,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Actinomadura,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Frankiales|NA|NA|Frankineae bacterium MT45,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Candidatus Nanopelagicales|Candidatus Nanopelagicaceae|Candidatus Nanopelagicus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Geodermatophilus|Geodermatophilus obscurus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Acidothermales|Acidothermaceae|Acidothermus|Acidothermus cellulolyticus,0,0,1
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. I-G2,0,0,1
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus helsingborgensis,0,0,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus gallinarum,0,0,1
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium sp. PL17RED31,0,0,1
