,cipmet0none_S1,cipmet0none_S2,cipmet0none_S3
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Jonesiaceae|Jonesia|Jonesia denitrificans,0,2,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. WAC00288,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces davaonensis,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces noursei,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces gilvosporeus,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces olivoreticuli,0,1,3
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Pseudonocardia|Pseudonocardia sp. HH130630-07,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Actinomadura|Actinomadura sp. WMMA1423,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Frankiales|Frankiaceae|Frankia|Candidatus Frankia meridionalis,0,2,23
Bacteria|NA|Actinobacteria|Actinobacteria|Candidatus Nanopelagicales|Candidatus Nanopelagicaceae|Candidatus Planktophila|Candidatus Planktophila limnetica,0,2,206
Bacteria|NA|Actinobacteria|Actinobacteria|NA|NA|Thermobispora|Thermobispora bispora,0,1,2
Bacteria|NA|Actinobacteria|Coriobacteriia,0,1,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella|Olsenella umbonata,0,1,2
Bacteria|NA|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Libanicoccus|Libanicoccus massiliensis,0,1,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Denitrobacterium|Denitrobacterium detoxificans,0,2,0
Bacteria|NA|Actinobacteria|Rubrobacteria|Rubrobacterales|Rubrobacteraceae|Rubrobacter|Rubrobacter indicoceani,0,1,0
Bacteria|NA|Actinobacteria|Nitriliruptoria|Egicoccales|Egicoccaceae|Egicoccus|Egicoccus halophilus,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc sp. PCC 7107,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc punctiforme,0,10,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Anabaena,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. NIES-3974,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Sphaerospermopsis|Sphaerospermopsis kisseleviana,0,19,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Dolichospermum|Dolichospermum sp. UHCC 0315A,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Hapalosiphonaceae|Fischerella|Fischerella sp. NIES-4106,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Rivulariaceae|Rivularia|Rivularia sp. PCC 7116,0,1,37
Bacteria|NA|Cyanobacteria|NA|Synechococcales,0,1,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae,0,1,3
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Cyanobium|Cyanobium gracile,0,154,25
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus,0,1,7
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-52,0,19,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. PCC 7003,0,1,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Thermosynechococcus|Thermosynechococcus sp. CL-1,0,7,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Thermosynechococcus|Thermosynechococcus elongatus,0,1,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Leptolyngbyaceae|Leptolyngbya|Leptolyngbya boryana,0,7,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Merismopediaceae|Synechocystis|Synechocystis sp. CACIAM 05,0,2,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Pseudanabaenaceae|Pseudanabaena|Pseudanabaena sp. ABRG5-3,0,1,0
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Chondrocystis|Chondrocystis sp. NIES-4102,0,1,0
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Candidatus Atelocyanobacterium|Candidatus Atelocyanobacterium thalassa,0,1,0
Bacteria|NA|Cyanobacteria|NA|Pleurocapsales|Dermocarpellaceae|Stanieria,0,2,21
Bacteria|NA|Cyanobacteria|Gloeobacteria|Gloeobacterales|Gloeobacteraceae|Gloeobacter|Gloeobacter kilaueensis,0,1,1
Bacteria|NA|Cyanobacteria|Gloeobacteria|Chroococcidiopsidales|Chroococcidiopsidaceae|Chroococcidiopsis|Chroococcidiopsis thermalis,0,1,1
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma litorale,0,3,3
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma gladiatoris,0,1,1
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma freundtii,0,10,1
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma conjunctivae,0,18,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma mycoides,0,8,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma phocicerebrale,0,5,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma glycophilum,0,5,27
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma penetrans,0,3,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma columborale,0,3,6
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma hominis,0,2,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma canadense,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma gallinaceum,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma hyosynoviae,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma sp. (ex Biomphalaria glabrata),0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma orale,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma phocidae,0,1,1
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma struthionis,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Ureaplasma,0,1,1
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma oculi,0,3,0
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma brassicae,0,1,0
Bacteria|NA|Chloroflexi|Dehalococcoidia|NA|NA|Dehalogenimonas|Dehalogenimonas lykanthroporepellens,0,137,0
Bacteria|NA|Chloroflexi|Dehalococcoidia|Dehalococcoidales|Dehalococcoidaceae|Dehalococcoides|Dehalococcoides mccartyi,0,8,278
Bacteria|NA|Chloroflexi|Ardenticatenia|Ardenticatenales|Ardenticatenaceae|Candidatus Promineofilum|Candidatus Promineofilum breve,0,32,0
Bacteria|NA|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|NA|Anaerolineaceae bacterium oral taxon 439,0,1,3
Bacteria|NA|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|Pelolinea|Pelolinea submarina,0,1,0
Bacteria|NA|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae|Chloroflexus,0,1,1
Bacteria|NA|Chloroflexi|Caldilineae|Caldilineales|Caldilineaceae|Caldilinea|Caldilinea aerophila,0,1,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus swuensis,0,4,0
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus proteolyticus,0,1,0
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus geothermalis,0,1,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus radiodurans,0,1,1
Bacteria|NA|Armatimonadetes,0,1,2
Bacteria|NA|Armatimonadetes|Fimbriimonadia|Fimbriimonadales|Fimbriimonadaceae|Fimbriimonas|Fimbriimonas ginsengisoli,0,3,0
Bacteria|NA|Armatimonadetes|NA|NA|NA|NA|Armatimonadetes bacterium Uphvl-Ar1,0,1,0
Bacteria|NA|Armatimonadetes|NA|NA|NA|NA|Armatimonadetes bacterium Uphvl-Ar2,0,1,0
Bacteria|NA|NA|NA|NA|NA|Thermobaculum|Thermobaculum terrenum,0,1,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium|Draconibacterium orientale,0,109,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. KBS0721,0,4,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. HYN0086,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. XS-5,0,3,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium magnum,0,34,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sangjuense,0,2,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium faecale,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium gilvum,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium kingsejongi,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium indicum,0,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium pallidum,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. IHB B 17019,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. NBC 122,0,3,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. 3008163,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. G0186,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. H6466,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium camelliae,0,15,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium shandongense,0,9,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium joostei,0,4,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium gleum,0,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium carnipullorum,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium piperi,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium antarcticum,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga stomatis,0,13,226
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga ochracea,0,5,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga gingivalis,0,3,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga haemolytica,0,2,39
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. MED152,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga algicola,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga baltica,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratimimus,0,4,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides phaeus,0,4,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. MB-3u-79,0,4,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. MIC269,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sediminis,0,5,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens dokdonensis,0,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. PC-19,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia miricola,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum jejuense,0,6,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum dicentrarchi,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum sp. DSM 106434,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella salexigens,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella fulva,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Maribacter|Maribacter sp. MJ134,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Aquimarina|Aquimarina sp. AD1,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|NA|Flavobacteriaceae bacterium 3519-10,0,3,11
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|NA|Flavobacteriaceae bacterium MAR_2010_188,0,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Dokdonia,0,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gillisia|Gillisia sp. Hel1_33_143,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Arenibacter|Arenibacter algicola,0,3,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Aequorivita|Aequorivita sp. H23M31,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zobellia|Zobellia galactanivorans,0,2,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Seonamhaeicola|Seonamhaeicola sp. S2-3,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Mariniflexile|Mariniflexile sp. TRM1-10,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Weeksella|Weeksella virosa,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Sediminicola|Sediminicola sp. YIK13,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Blattabacteriaceae|Blattabacterium|Blattabacterium sp. (Blatta orientalis),0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Cryomorphaceae|Owenweeksia|Owenweeksia hongkongensis,0,3,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|NA|Candidatus Sulcia|Candidatus Sulcia muelleri,0,1,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. ML3W,0,6,129
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. B29,0,5,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. CZ-2,0,5,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium daejeonense,0,1,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter mallensis,0,17,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter sp. 14171R-50,0,1,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. eg,0,5,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter heparinus,0,6,5
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter suwonensis,0,3,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Anseongella|Anseongella ginsenosidimutans,0,1,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. PAMC 26628,0,11,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. DG01,0,4,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. BRD72,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter oligotrophus,0,2,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sedentarius,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter swuensis,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter actiniarum,0,2,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter akesuensis,0,2,14
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Flammeovirga|Flammeovirga sp. MY04,0,3,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola sp. LN3S3,0,8,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola rosea,0,3,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola strongylocentroti,0,1,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus|Algoriphagus machipongonensis,0,2,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus|Algoriphagus sanaruensis,0,2,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Aquiflexum|Aquiflexum balticum,0,1,3
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Persicobacteraceae|Persicobacter|Persicobacter sp. JZB09,0,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga,0,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga sp. MD30,0,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga caeni,0,4,3
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Flavihumibacter|Flavihumibacter sp. SB-02,0,37,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Panacibacter|Panacibacter ginsenosidivorans,0,2,1
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Paraflavitalea|Paraflavitalea soli,0,2,2
Bacteria|NA|Bacteroidetes|Saprospiria|Bacteroidetes Order II. Incertae sedis|Rhodothermaceae,0,2,0
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chlorobium|Chlorobium phaeovibrioides,0,207,0
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Pelodictyon|Pelodictyon phaeoclathratiforme,0,21,1
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chlorobaculum|Chlorobaculum tepidum,0,10,0
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Prosthecochloris|Prosthecochloris sp. CIB 2401,0,1,2
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Prosthecochloris|Prosthecochloris sp. HL-130-GSB,0,1,0
Bacteria|NA|Ignavibacteriae|Ignavibacteria|Ignavibacteriales|Melioribacteraceae|Melioribacter|Melioribacter roseus,0,2,0
Bacteria|NA|Balneolaeota|NA|NA|NA|Candidatus Cyclonatronum|Candidatus Cyclonatronum proteinivorum,0,1,234
Bacteria|NA|Fibrobacteres|Fibrobacteria|Fibrobacterales|Fibrobacteraceae|Fibrobacter|Fibrobacter succinogenes,0,13,50
Bacteria|NA|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatimonas,0,1,0
Bacteria|NA|candidate division Zixibacteria|NA|NA|NA|NA|candidate division Zixibacteria bacterium,0,1,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae,0,6,2
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium varium,0,71157,1884
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Ilyobacter|Ilyobacter polytropus,0,2,1
Bacteria|NA|Spirochaetes|Spirochaetia,0,6,2
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema pedis,0,24,2
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema brennaborense,0,5,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta,0,1,5
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae,0,1,1
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia turcica,0,4,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borreliella|Borreliella bissettii,0,1,0
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira mayottensis,0,172,0
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira kmetyi,0,15,1
